,s_id,t_id,pred,label
0,0,0,0.9996612071990967,0
1,0,1,0.9998252987861633,0
2,0,2,0.9999434947967529,0
3,0,3,0.7307329177856445,0
4,0,4,0.9998927116394043,0
5,0,5,0.8902229070663452,0
6,0,6,0.20933890342712402,0
7,0,7,0.9364936351776123,0
8,0,8,0.9993461966514587,0
9,0,9,0.9999082088470459,0
10,0,10,0.9999421834945679,0
11,0,11,0.9998822212219238,0
12,0,12,0.9998877048492432,0
13,0,13,0.9999386072158813,0
14,0,14,0.9999594688415527,0
15,0,15,0.9998966455459595,1
16,0,16,0.9942173957824707,1
17,0,17,0.9999470710754395,1
18,0,18,0.9999499320983887,1
19,0,19,0.9999251365661621,1
20,0,20,0.006306389346718788,1
21,0,21,0.9996010661125183,1
22,0,22,0.9998809099197388,1
23,0,23,0.9999279975891113,1
24,0,24,0.9999269247055054,1
25,0,25,0.9875076413154602,1
26,0,26,0.9996713399887085,1
27,0,27,0.9684703350067139,1
28,0,28,0.0003524129278957844,1
29,0,29,0.06835335493087769,1
30,0,30,0.9999490976333618,1
31,0,31,0.8595192432403564,1
32,0,32,0.9768571257591248,1
33,0,33,0.9850896596908569,1
34,0,34,0.991905927658081,1
35,0,35,0.9931204319000244,1
36,0,36,0.9926510453224182,1
37,0,37,0.9798551797866821,1
38,0,38,0.9998507499694824,1
39,0,39,0.9997509121894836,1
40,0,40,0.9585117101669312,1
41,0,41,0.7560839653015137,1
42,0,42,0.521609365940094,1
43,0,43,0.5357437133789062,1
44,0,44,0.02361554093658924,1
45,0,45,0.04616980627179146,1
46,0,46,0.027582263574004173,1
47,0,47,0.9787381291389465,1
48,0,48,0.02882688120007515,1
49,0,49,0.12027736753225327,1
50,0,50,0.9495666027069092,1
51,0,51,0.9017830491065979,1
52,0,52,0.001092796796001494,1
53,0,53,0.07579725980758667,1
54,0,54,0.06525161117315292,1
55,0,55,0.04786141961812973,1
56,0,56,0.01215828862041235,1
57,0,57,0.9953892230987549,1
58,0,58,0.947922945022583,1
59,0,59,0.1685083657503128,1
60,0,60,0.1107834205031395,1
61,0,61,0.002179341623559594,1
62,0,62,0.5244186520576477,1
63,0,63,0.23941949009895325,1
64,0,64,0.004456064663827419,1
65,0,65,0.5325006246566772,1
66,0,66,0.4109479784965515,1
67,0,67,0.006265557371079922,1
68,0,68,0.004425156395882368,1
69,0,69,0.020042482763528824,1
70,0,70,0.99151211977005,1
