,s_id,t_id,pred,label
0,0,0,3.962226401199587e-05,0
1,0,1,3.499524245853536e-05,0
2,0,2,3.69867411791347e-05,0
3,0,3,6.385226879501715e-05,0
4,0,4,0.00013894806033931673,0
5,0,5,3.1574396416544914e-05,0
6,0,6,3.343691423651762e-05,0
7,0,7,0.00010638027015374973,0
8,0,8,3.539254976203665e-05,0
9,0,9,4.6223958634072915e-05,0
10,0,10,0.00011156305117765442,0
11,0,11,0.00010068480332847685,0
12,0,12,4.7862824430922046e-05,0
13,0,13,3.535034920787439e-05,0
14,0,14,0.9996322393417358,0
15,0,15,0.00018347309378441423,0
16,0,16,0.00014939186803530902,0
17,0,17,0.000125493694213219,0
18,0,18,0.07092122733592987,0
19,0,19,0.00021616529556922615,0
20,0,20,0.00014283960626926273,0
21,0,21,0.00019435172725934535,0
22,0,22,0.00038600401603616774,0
23,0,23,0.0002625973429530859,0
24,0,24,0.9708282947540283,0
25,0,25,0.001814425690099597,0
26,0,26,0.04914267733693123,0
27,0,27,0.019889723509550095,0
28,0,28,0.0002305313537362963,0
29,0,29,0.963070273399353,0
30,0,30,0.0026156215462833643,0
31,0,31,0.00031150373979471624,0
32,0,32,0.00016981181397568434,0
33,0,33,0.671844482421875,0
34,0,34,0.002418867079541087,0
35,0,35,0.0002011782635236159,0
36,0,36,0.00047482282388955355,0
37,0,37,0.0005148022319190204,0
38,0,38,0.00018859756528399885,0
39,0,39,0.0008580482099205256,0
40,0,40,0.6795523166656494,0
41,0,41,0.005747638177126646,0
42,0,42,0.0001090409277821891,0
43,0,43,0.9732856750488281,0
44,0,44,0.00014517059025820345,0
45,0,45,0.001160185318440199,0
46,0,46,7.232417556224391e-05,0
47,0,47,0.00019689927285071462,0
48,0,48,0.0015139227034524083,0
49,0,49,0.0001725267939036712,0
50,0,50,8.25873576104641e-05,0
51,0,51,9.52516493271105e-05,0
52,0,52,0.0006613270961679518,0
53,0,53,0.0001370427489746362,0
54,0,54,5.5055817938409746e-05,0
55,0,55,0.00015860699932090938,0
56,0,56,0.0002549230121076107,0
57,0,57,0.0004571309546008706,0
58,0,58,6.182616198202595e-05,0
59,0,59,0.00013148237485438585,0
60,0,60,0.002246375195682049,0
61,0,61,7.731799996690825e-05,0
62,0,62,9.314984345110133e-05,0
63,0,63,0.00037769947084598243,0
64,0,64,5.517344470717944e-05,0
65,0,65,0.0005507368477992713,0
66,0,66,8.493065251968801e-05,0
67,0,67,0.00043297180673107505,0
68,0,68,2.854817284969613e-05,0
69,0,69,9.042426972882822e-05,0
70,0,70,4.7080349759198725e-05,0
71,0,71,2.5095130695262924e-05,0
72,0,72,6.992748967604712e-05,0
73,0,73,2.3668710127822123e-05,0
74,0,74,3.117151572951116e-05,0
75,0,75,5.5478085414506495e-05,0
76,0,76,3.2593979994999245e-05,0
77,0,77,3.98591291741468e-05,0
78,0,78,2.92536224151263e-05,0
79,0,79,3.087009827140719e-05,0
80,0,80,3.924403790733777e-05,0
81,0,81,0.00011209570220671594,0
82,0,82,0.0002019400999415666,0
83,0,83,2.7320606022840366e-05,0
84,0,84,3.654493411886506e-05,0
85,0,85,0.0001656049134908244,0
86,0,86,3.922124960809015e-05,0
87,0,87,3.0820177926216274e-05,0
88,0,88,3.978955282946117e-05,0
89,0,89,3.253668182878755e-05,0
90,0,90,6.114193820394576e-05,0
91,0,91,5.543767474591732e-05,0
92,0,92,4.9713256885297596e-05,0
93,0,93,3.589626794564538e-05,0
94,0,94,9.436069376533851e-05,0
95,0,95,2.9430129870888777e-05,0
96,0,96,2.895205034292303e-05,0
97,0,97,2.8487851523095742e-05,0
98,0,98,3.113456114078872e-05,0
99,0,99,2.442896402499173e-05,0
100,0,100,6.932845280971378e-05,0
101,0,101,2.5537297915434465e-05,0
102,0,102,4.4984841224504635e-05,0
103,0,103,2.324803608644288e-05,0
104,0,104,5.789588249172084e-05,0
105,0,105,0.0016382578760385513,0
106,0,106,4.196389272692613e-05,0
107,0,107,8.410142618231475e-05,0
108,0,108,3.6647648812504485e-05,0
109,0,109,0.000134362475364469,0
110,0,110,2.736962960625533e-05,0
111,0,111,3.902586468029767e-05,0
112,0,112,4.2024519643746316e-05,0
113,0,113,3.504132473608479e-05,0
114,0,114,3.087572258664295e-05,0
115,0,115,3.633771120803431e-05,0
116,0,116,0.9997484087944031,0
117,0,117,0.0016280791023746133,0
118,0,118,5.094922016724013e-05,0
119,0,119,0.9982789754867554,0
120,0,120,0.00042769606807269156,0
121,0,121,0.8828245997428894,0
122,0,122,6.273621693253517e-05,0
123,0,123,3.935128916054964e-05,0
124,0,124,0.0006151868728920817,0
125,0,125,0.999566376209259,0
126,0,126,0.028603287413716316,0
127,0,127,0.9961627721786499,0
128,0,128,0.00023293944832403213,0
129,0,129,0.9984467625617981,0
130,0,130,0.9944756627082825,0
131,0,131,0.996955394744873,0
132,0,132,2.8630263841478154e-05,0
133,0,133,3.45463449775707e-05,0
134,0,134,0.9621150493621826,0
135,0,135,4.895913298241794e-05,0
136,0,136,0.996006429195404,0
137,0,137,5.1744897064054385e-05,0
138,0,138,0.9974135756492615,0
139,0,139,5.7757413742365316e-05,0
140,0,140,0.9647141098976135,0
141,0,141,0.9974839687347412,0
142,0,142,0.9958011507987976,0
143,0,143,0.00022300072305370122,0
144,0,144,2.9026638003415428e-05,0
145,0,145,0.08712220191955566,0
146,0,146,2.8171303711133078e-05,0
147,0,147,2.906486224674154e-05,0
148,0,148,0.2853645980358124,0
149,0,149,2.2947848265175708e-05,0
150,0,150,2.9950073439977132e-05,0
151,0,151,2.3906814021756873e-05,0
152,0,152,2.9713039111811668e-05,0
153,0,153,2.5664861823315732e-05,0
