sourceID;targetID
27,bbb-libreoffice/uninstall-remote.sh
65,bbb-libreoffice/uninstall-remote.sh
31,bbb-libreoffice/uninstall-remote.sh
27,bbb-libreoffice/uninstall-local.sh
65,bbb-libreoffice/uninstall-local.sh
31,bbb-libreoffice/uninstall-local.sh
27,bbb-libreoffice/install-remote.sh
65,bbb-libreoffice/install-remote.sh
31,bbb-libreoffice/install-remote.sh
27,bbb-libreoffice/install-local.sh
65,bbb-libreoffice/install-local.sh
31,bbb-libreoffice/install-local.sh
27,bbb-graphql-server/install-hasura.sh
65,bbb-graphql-server/install-hasura.sh
31,bbb-graphql-server/install-hasura.sh
27,bigbluebutton-html5/run-dev.sh
65,bigbluebutton-html5/run-dev.sh
31,bigbluebutton-html5/run-dev.sh
27,bigbluebutton-html5/test-html5.sh
65,bigbluebutton-html5/test-html5.sh
31,bigbluebutton-html5/test-html5.sh
27,bbb-learning-dashboard/run-dev.sh
31,bbb-learning-dashboard/run-dev.sh
69,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/ConferenceCommand.java
69,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserJoinedEvent.java
62,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserJoinedEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/FreeswitchStatusReplyEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/FreeswitchHeartbeatEvent.java
62,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserMutedEvent.java
47,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConfRunningAndRecordingEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUsersStatusEvent.java
62,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUsersStatusEvent.java
69,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/UnknownConferenceEvent.java
62,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserLeftEvent.java
47,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceStartRecordingEvent.java
69,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceCallStateEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConferenceEventListener.java
69,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConferenceEventListener.java
69,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConferenceEvent.java
62,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConferenceEvent.java
62,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserLockedEvent.java
62,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserTalkingEvent.java
69,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/IVoiceConferenceService.java
62,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/IVoiceConferenceService.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/FreeswitchConferenceEventListener.java
69,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/FreeswitchConferenceEventListener.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/ESLEventListener.java
69,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/response/ConferenceMemberFlags.java
69,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/response/ConferenceMember.java
62,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/response/ConferenceMember.java
84,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/ConnectionManager.java
7,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/ConnectionManager.java
4,bbb-fsesl-client/src/test/java/org/freeswitch/esl/client/inbound/ClientTest.java
4,bbb-fsesl-client/src/test/java/org/freeswitch/esl/client/outbound/SocketClientTest.java
4,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/ExampleClient.java
27,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/EslEventListener.java
27,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/debug/ChannelEventRunnable.java
84,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/manager/ManagerConnection.java
84,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/manager/DefaultManagerConnection.java
7,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/manager/DefaultManagerConnection.java
84,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundConnectionFailure.java
7,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundConnectionFailure.java
27,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/Client.java
77,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/Client.java
4,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/Client.java
4,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/outbound/SocketClient.java
27,bigbluebutton-tests/gns3/testclient.sh
65,bigbluebutton-tests/gns3/testclient.sh
31,bigbluebutton-tests/gns3/testclient.sh
48,bbb-common-web/src/main/java/org/bigbluebutton/api/ParamsProcessorUtil.java
47,bbb-common-web/src/main/java/org/bigbluebutton/api/util/DataStore.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/util/DataStore.java
4,bbb-common-web/src/main/java/org/bigbluebutton/api/util/HTML5ProcessLine.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/util/MeetingResponseDetail.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/util/MeetingResponseDetail.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/model/request/MeetingRunning.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/model/request/MeetingRunning.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/model/request/JoinMeeting.java
69,bbb-common-web/src/main/java/org/bigbluebutton/api/model/request/JoinMeeting.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/model/request/JoinMeeting.java
51,bbb-common-web/src/main/java/org/bigbluebutton/api/model/request/JoinMeeting.java
62,bbb-common-web/src/main/java/org/bigbluebutton/api/model/request/JoinMeeting.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/model/request/EndMeeting.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/model/request/EndMeeting.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/model/request/MeetingInfo.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/model/request/MeetingInfo.java
47,bbb-common-web/src/main/java/org/bigbluebutton/api/model/request/CreateMeeting.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/model/request/CreateMeeting.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/model/request/CreateMeeting.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/model/shared/Password.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/model/shared/Password.java
69,bbb-common-web/src/main/java/org/bigbluebutton/api/model/shared/JoinPassword.java
47,bbb-common-web/src/main/java/org/bigbluebutton/api/model/entity/Recording.java
47,bbb-common-web/src/main/java/org/bigbluebutton/api/MeetingService.java
11,bbb-common-web/src/main/java/org/bigbluebutton/api/MeetingService.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/MeetingService.java
51,bbb-common-web/src/main/java/org/bigbluebutton/api/MeetingService.java
