sourceID,targetID
9,PackagingImpl.java
9,DbManager.java
9,MediaManagementImpl.java
9,IFacade.java
9,IDownload.java
9,IMediaManagement.java
9,FSUtil.java
9,AudioFile.java
9,FileContent.java
9,FileContentLocal.java
9,FileContentRemote.java
9,ReEncoderImpl.java
9,AudioWatermarkingImpl.java
9,MediaAccessImpl.java
27,MediaManagementImpl.java
27,IMediaManagement.java
27,FileContent.java
27,FileContentRemote.java
27,MediaAccessImpl.java
25,PackagingImpl.java
25,DbManager.java
25,FacadeImpl.java
25,MediaManagementImpl.java
25,IFacade.java
25,IDownload.java
25,IMediaManagement.java
25,FSUtil.java
25,AudioFile.java
25,FileContent.java
25,AudioFileInfo.java
25,TagWatermarkingImpl.java
25,ReEncoderImpl.java
25,AudioWatermarkingImpl.java
25,MediaAccessImpl.java
35,FSUtil.java
35,MediaAccessImpl.java
24,DbManager.java
24,MediaManagementImpl.java
24,IFacade.java
24,IMediaManagement.java
24,FSUtil.java
24,AudioFile.java
24,FileContent.java
24,AudioFileInfo.java
11,UserManagementImpl.java
17,DbManager.java
17,MediaManagementImpl.java
17,IMediaManagement.java
17,MediaAccessImpl.java
26,MediaManagementImpl.java
26,IDownloadMediaAccess.java
26,IDownloadMediaAccessRemote.java
26,IFacade.java
26,IMediaManagement.java
26,FSUtil.java
26,AudioFile.java
26,FileContent.java
26,FileContentRemote.java
26,MediaAccessImpl.java
13,UserManagementImpl.java
13,IFacade.java
19,DbManager.java
19,MediaManagementImpl.java
19,IFacade.java
19,IMediaManagement.java
19,FSUtil.java
19,AudioFile.java
19,FileContent.java
19,AudioFileInfo.java
19,FileContentRemote.java
19,ReEncoderImpl.java
19,WavFile.java
19,MediaAccessImpl.java
36,MediaManagementImpl.java
36,IFacade.java
36,IMediaManagement.java
36,FSUtil.java
36,FileContent.java
36,MediaAccessImpl.java
22,MediaManagementImpl.java
22,IMediaManagement.java
22,FileContent.java
28,MediaManagementImpl.java
28,IDownload.java
28,IMediaManagement.java
28,AudioFile.java
28,AudioWatermarkingImpl.java
28,MediaAccessImpl.java
29,UserDBAdapterImpl.java
29,MediaAccessImpl.java
20,AudioFile.java
20,ReEncoderImpl.java
20,WavFile.java
12,UserDBAdapterImpl.java
12,IUserDBAdapter.java
31,FSUtil.java
3,FacadeImpl.java
3,IFacade.java
37,IDownloadAudioWatermarking.java
37,FSUtil.java
37,AudioFile.java
37,AudioFileInfo.java
37,ReEncoderImpl.java
30,UserDBAdapterImpl.java
30,UserManagementImpl.java
30,IUserDBAdapter.java
30,IUserDBAdapterLocal.java
30,IUserDBAdapterRemote.java
18,DbManager.java
18,MediaManagementImpl.java
18,IFacade.java
18,IMediaManagement.java
18,FSUtil.java
18,AudioFile.java
18,FileContent.java
18,AudioFileInfo.java
6,FacadeImpl.java
6,MediaManagementImpl.java
6,IFacade.java
6,IDownload.java
6,IDownloadAudioWatermarking.java
6,IMediaManagement.java
6,FSUtil.java
6,AudioFile.java
6,FileContent.java
6,UploadBean.java
6,ReEncoderImpl.java
6,AudioWatermarkingImpl.java
6,MediaAccessImpl.java
34,FacadeImpl.java
34,MediaManagementImpl.java
34,IFacade.java
34,IMediaManagement.java
34,FSUtil.java
34,FileContent.java
34,FileContentRemote.java
34,ReEncoderImpl.java
34,MediaAccessImpl.java
4,DbManager.java
4,FacadeImpl.java
4,MediaManagementImpl.java
4,IFacade.java
4,IDownload.java
4,IMediaManagement.java
4,FSUtil.java
4,AudioFile.java
4,AudioWatermarkingImpl.java
4,MediaAccessImpl.java
33,MediaManagementImpl.java
33,IMediaManagement.java
33,FSUtil.java
33,FileContent.java
33,FileContentLocal.java
33,FileContentRemote.java
33,MediaAccessImpl.java
