,s_id,t_id,pred,label
0,0,0,0.9985299110412598,0
1,0,1,0.9992303848266602,0
2,0,2,0.9943299293518066,0
3,0,3,0.9716074466705322,0
4,0,4,0.966912031173706,0
5,0,5,0.0027867720928043127,0
6,0,6,0.023269109427928925,0
7,0,7,0.0031775212846696377,0
8,0,8,0.002481266390532255,0
9,0,9,0.004193901550024748,0
10,0,10,0.8841928243637085,0
11,0,11,0.36448103189468384,0
12,0,12,0.9982039928436279,0
13,0,13,0.9978918433189392,0
14,0,14,0.8745892643928528,0
15,0,15,0.9988225102424622,0
16,0,16,0.9978481531143188,1
17,0,17,0.9992165565490723,1
18,0,18,0.9795485734939575,1
19,0,19,0.9926418662071228,1
20,0,20,0.9980182647705078,1
21,0,21,0.9332073926925659,0
22,0,22,0.0042455061338841915,0
23,0,23,0.0023272421676665545,0
24,0,24,0.0008749193511903286,0
25,0,25,0.017843198031187057,0
26,0,26,0.00036828999873250723,0
27,0,27,0.0021719299256801605,0
28,0,28,0.00046634170575998724,0
29,0,29,0.0029228797648102045,0
30,0,30,0.9808139204978943,0
31,0,31,0.07188492268323898,0
32,0,32,0.07997670024633408,0
33,0,33,0.8356689810752869,0
34,0,34,0.04672206938266754,0
35,0,35,0.005654983688145876,0
36,0,36,0.0009389306651428342,0
37,0,37,0.0021224995143711567,0
38,0,38,0.9640913605690002,0
39,0,39,0.0008722558268345892,0
40,0,40,0.14995704591274261,0
41,0,41,0.05491902679204941,0
42,0,42,0.032650671899318695,0
43,0,43,0.9111912250518799,0
44,0,44,0.09030508249998093,0
45,0,45,0.0007085681427270174,0
46,0,46,0.0016587352147325873,0
47,0,47,0.00047809333773329854,0
48,0,48,0.0036350435111671686,0
49,0,49,0.9862465858459473,0
50,0,50,0.004772336222231388,0
51,0,51,0.0005249539972282946,0
52,0,52,0.004014937207102776,0
53,0,53,0.001352714723907411,0
54,0,54,0.00029893015744164586,0
55,0,55,0.0017605676548555493,0
56,0,56,0.0008084028377197683,0
57,0,57,0.8234997987747192,0
58,0,58,0.00021249998826533556,0
59,0,59,0.00023780074843671173,0
60,0,60,0.9762162566184998,0
61,0,61,0.0002988526248373091,0
62,0,62,0.9921031594276428,0
63,0,63,0.00047340081073343754,0
64,0,64,0.00263947038911283,0
65,0,65,0.00999734178185463,0
66,0,66,0.0011984958546236157,0
67,0,67,0.0011409497819840908,0
68,0,68,0.0007982703391462564,0
69,0,69,0.001846916857175529,0
70,0,70,0.0025277379900217056,0
