sentence_no,elementID
47,bbb-recording-imex/src/test/java/org/bigbluebutton/RecordingStoreTest.java
47,bbb-common-web/src/main/java/org/bigbluebutton/api/util/DataStore.java
47,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/RedisStorageService.java
47,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/MessagingService.java
47,bigbluebutton-web/test/groovy/org/bigbluebutton/api/messaging/NullMessagingService.java
47,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConfRunningAndRecordingEvent.java
47,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/converters/messages/PublishedRecordingMessage.java
47,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/converters/messages/UnpublishedRecordingMessage.java
47,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/converters/messages/DeletedRecordingMessage.java
47,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUsersStatusEvent.java
47,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingEndedConstraint.java
47,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingNameConstraint.java
47,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceStartRecordingEvent.java
47,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/converters/messages/DestroyMeetingMessage.java
47,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingImportHandler.java
47,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingIDConstraint.java
47,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingExistsConstraint.java
47,bbb-recording-imex/src/main/java/org/bigbluebutton/RecordingExportHandler.java
41,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/FreeswitchConferenceEventListener.java
41,bbb-common-web/src/main/java/org/bigbluebutton/api/ApiParams.java
9,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/FreeswitchConferenceEventListener.java
9,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunServer.java
27,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/ICallbackEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConferenceEventListener.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/FreeswitchHeartbeatEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/UnknownConferenceEvent.java
27,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/FreeswitchConferenceEventListener.java
27,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/outbound/example/SimpleHangupOutboundHandler.java
27,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundClientHandler.java
27,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/AbstractEslClientHandler.java
78,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/MeetingLayout.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PresentationUrlDownloadService.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeToPdfConversionService.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/PresentationConvertMessage.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationToConvert.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/IPresentationCompletionMessage.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/IDocConversionMsg.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfSlidesGenerationService.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionRequestReceived.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionProgress.java
78,bbb-common-web/src/main/java/org/bigbluebutton/presentation/DocumentConversionServiceImp.java
50,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/FreeswitchConferenceEventListener.java
38,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/FreeswitchConferenceEventListener.java
61,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/FreeswitchConferenceEventListener.java
56,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/IsIntegralConstraint.java
42,akka-bbb-apps/src/test/java/org/bigbluebutton/xml/Simple.java
80,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Png2SvgConversionHandler.java
80,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/SvgConversionHandler.java
25,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConferenceEventListener.java
25,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/FreeswitchConferenceEventListener.java
25,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/outbound/example/SimpleHangupOutboundHandler.java
25,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceCallStateEvent.java
25,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundClientHandler.java
25,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/event/EslEventHeaderNames.java
25,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/KeepAliveReply.java
25,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePong.java
35,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/FreeswitchConferenceEventListener.java
64,bbb-common-web/src/main/java/org/bigbluebutton/api/model/shared/JoinPassword.java
64,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/IsIntegralConstraint.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingEndedConstraint.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingNameConstraint.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/converters/messages/DestroyMeetingMessage.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingIDConstraint.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingExistsConstraint.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/CreateMeeting.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/EndBreakoutRoom.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Breakout.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/MeetingEnded.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/EndMeeting.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/UserLockedInMeeting.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/MeetingDestroyed.java
53,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/MeetingLayout.java
53,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/Keys.java
69,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConferenceEventListener.java
69,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/UnknownConferenceEvent.java
69,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConferenceEvent.java
69,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/IVoiceConferenceService.java
69,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/UserJoinedVoice.java
69,bbb-common-web/src/main/java/org/bigbluebutton/api2/domain/VoiceProp2.java
69,bbb-common-web/src/main/java/org/bigbluebutton/api/model/shared/JoinPassword.java
69,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/JoinPasswordConstraint.java
32,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/FreeswitchConferenceEventListener.java
10,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingEndedConstraint.java
10,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingNameConstraint.java
10,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingIDConstraint.java
10,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingExistsConstraint.java
10,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/CreateMeeting.java
10,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/EndBreakoutRoom.java
10,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Breakout.java
10,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/MeetingEnded.java
10,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/EndMeeting.java
10,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunTurnService.java
10,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/manager/ManagerConnection.java
11,bbb-common-web/src/main/java/org/bigbluebutton/api/MeetingService.java
11,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Meeting.java
11,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/AbstractEslClientHandler.java
11,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/MessageDistributor.java
11,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageDistributor.java
11,bbb-common-web/src/main/java/org/bigbluebutton/api/IReceivedOldMessageHandler.java
11,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageReceiver.java
11,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/ReceivedMessage.java
11,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/ReceivedMessage.java
11,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/LockSettingsParams.java
11,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/PrivateGuestLobbyMessageChanged.java
11,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/ReceivedMessageHandler.java
11,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/ReceivedMessageHandler.java
17,bbb-common-web/src/main/java/org/bigbluebutton/api/RecordingService.java
17,bbb-common-web/src/main/java/org/bigbluebutton/api/util/HTML5ProcessLine.java
8,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunTurnService.java
8,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunServer.java
2,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/FreeswitchConferenceEventListener.java
76,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/SlidesGenerationProgressNotifier.java
76,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/KeepAliveReply.java
76,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Pdf2PngPageConverterHandler.java
76,bbb-common-web/src/main/java/org/bigbluebutton/presentation/SupportedDocumentFilter.java
76,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePong.java
76,bbb-common-web/src/main/java/org/bigbluebutton/presentation/OfficeToPdfConversionSuccessFilter.java
76,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Office2PdfConverterHandler.java
76,bbb-common-web/src/main/java/org/bigbluebutton/presentation/DocumentConversionServiceImp.java
76,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveService.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingEndedConstraint.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingNameConstraint.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/converters/messages/DestroyMeetingMessage.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingIDConstraint.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingExistsConstraint.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/CreateMeeting.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/converters/messages/EndMeetingMessage.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/EndBreakoutRoom.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Breakout.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/converters/messages/CreateMeetingMessage.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/MeetingEnded.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/EndMeeting.java
54,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/DelayedCommandSenderService.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/IMessage.java
54,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveMessage.java
54,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/IPresentationCompletionMessage.java
54,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/CallbackUrlService.java
54,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/ReceivedMessageHandler.java
54,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/ReceivedMessageHandler.java
54,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationConversionCompletionService.java
54,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveService.java
26,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingEndedConstraint.java
26,bbb-common-web/src/main/java/org/bigbluebutton/api/model/constraint/MeetingNameConstraint.java
