sentence_no,elementID
47,src/test/java/teammates/ui/webapi/ActionFactoryTest.java
47,src/main/java/teammates/ui/webapi/GetAccountAction.java
47,src/main/java/teammates/ui/webapi/GetNotificationAction.java
47,src/main/java/teammates/ui/webapi/GetAccountsAction.java
47,src/main/java/teammates/ui/webapi/UpdateNotificationAction.java
47,src/main/java/teammates/ui/webapi/CompileLogsAction.java
47,src/main/java/teammates/ui/webapi/ResetAccountAction.java
47,src/main/java/teammates/ui/webapi/DeleteAccountAction.java
47,src/main/java/teammates/ui/webapi/GenerateEmailAction.java
47,src/main/java/teammates/ui/webapi/GetAccountRequestAction.java
47,src/main/java/teammates/ui/webapi/SearchInstructorsAction.java
47,src/main/java/teammates/ui/webapi/DeleteNotificationAction.java
47,src/main/java/teammates/logic/core/UsageStatisticsLogic.java
186,src/test/java/teammates/ui/webapi/ActionFactoryTest.java
186,src/test/java/teammates/logic/core/DataBundleLogicTest.java
186,src/test/java/teammates/logic/api/BaseLogicTest.java
186,src/test/java/teammates/logic/core/BaseLogicTest.java
186,src/test/java/teammates/test/TestNgXmlTest.java
186,src/e2e/java/teammates/e2e/util/TestNgXmlTest.java
186,src/e2e/java/teammates/e2e/cases/axe/StudentCourseDetailsPageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/axe/InstructorFeedbackEditPageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/axe/InstructorStudentListPageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/StudentNotificationsPageE2ETest.java
186,src/e2e/java/teammates/e2e/cases/axe/InstructorCourseEditPageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/axe/InstructorCourseEnrollPageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/axe/InstructorFeedbackReportPageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/axe/InstructorFeedbackSessionsPageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/axe/InstructorStudentRecordsPageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/InstructorNotificationsPageE2ETest.java
186,src/e2e/java/teammates/e2e/cases/axe/InstructorCourseDetailsPageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/axe/InstructorCourseJoinConfirmationPageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/axe/StudentCourseJoinConfirmationPageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/axe/InstructorCourseStudentDetailsEditPageAxeTest.java
186,src/e2e/java/teammates/e2e/util/TestDataValidityTest.java
186,src/e2e/java/teammates/e2e/cases/InstructorCourseJoinConfirmationPageE2ETest.java
186,src/e2e/java/teammates/e2e/cases/InstructorSearchPageE2ETest.java
186,src/e2e/java/teammates/e2e/cases/AdminHomePageE2ETest.java
186,src/e2e/java/teammates/e2e/cases/AdminAccountsPageE2ETest.java
186,src/e2e/java/teammates/e2e/cases/axe/InstructorSearchPageAxeTest.java
186,src/test/java/teammates/test/AssertHelperTest.java
186,src/test/java/teammates/common/datatransfer/UserInfoCookieTest.java
186,src/test/java/teammates/common/datatransfer/questions/FeedbackResponseDetailsTest.java
186,src/e2e/java/teammates/e2e/cases/InstructorStudentRecordsPageE2ETest.java
186,src/test/java/teammates/common/datatransfer/attributes/BaseAttributesTest.java
186,src/e2e/java/teammates/e2e/cases/axe/InstructorCoursesPageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/axe/AdminAccountsPageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/axe/AdminNotificationsPageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/axe/FeedbackSubmitPageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/axe/StudentHomePageAxeTest.java
186,src/test/java/teammates/ui/servlets/WebPageServletTest.java
186,src/e2e/java/teammates/e2e/cases/TimezoneSyncerTest.java
186,src/e2e/java/teammates/e2e/cases/axe/AdminSearchPageAxeTest.java
186,src/e2e/java/teammates/e2e/util/TestPropertiesTest.java
186,src/e2e/java/teammates/e2e/cases/axe/AdminHomePageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/axe/FeedbackResultsPageAxeTest.java
186,src/test/java/teammates/common/util/BuildPropertiesTest.java
186,src/e2e/java/teammates/e2e/cases/NotificationBannerE2ETest.java
186,src/test/java/teammates/test/TestPropertiesTest.java
186,src/e2e/java/teammates/e2e/cases/axe/InstructorHomePageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/InstructorCourseStudentDetailsEditPageE2ETest.java
186,src/e2e/java/teammates/e2e/cases/StudentCourseDetailsPageE2ETest.java
186,src/e2e/java/teammates/e2e/cases/InstructorStudentListPageE2ETest.java
186,src/test/java/teammates/storage/search/BaseSearchTest.java
186,src/e2e/java/teammates/e2e/cases/axe/InstructorSessionIndividualExtensionPageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/axe/InstructorStudentActivityLogsPageAxeTest.java
186,src/test/java/teammates/ui/webapi/JsonResultTest.java
186,src/test/java/teammates/common/datatransfer/questions/FeedbackQuestionDetailsTest.java
186,src/e2e/java/teammates/e2e/util/EmailAccountTest.java
186,src/e2e/java/teammates/e2e/cases/AdminNotificationsPageE2ETest.java
186,src/e2e/java/teammates/e2e/cases/axe/InstructorNotificationsPageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/axe/InstructorCourseStudentDetailsPageAxeTest.java
186,src/e2e/java/teammates/e2e/cases/StudentHomePageE2ETest.java
186,src/e2e/java/teammates/e2e/cases/axe/StudentNotificationsPageAxeTest.java
186,src/lnp/java/teammates/lnp/util/TestProperties.java
186,src/e2e/java/teammates/e2e/cases/StudentCourseJoinConfirmationPageE2ETest.java
186,src/e2e/java/teammates/e2e/cases/InstructorCourseEditPageE2ETest.java
151,src/main/java/teammates/storage/api/EntitiesDb.java
151,src/test/java/teammates/storage/api/EntitiesDbTest.java
151,src/test/java/teammates/common/datatransfer/attributes/DeadlineExtensionAttributesTest.java
151,src/main/java/teammates/ui/output/NumberOfEntitiesToGiveFeedbackToSetting.java
151,src/main/java/teammates/common/exception/EntityAlreadyExistsException.java
151,src/main/java/teammates/common/exception/EntityDoesNotExistException.java
151,src/test/java/teammates/common/datatransfer/attributes/BaseAttributesTest.java
151,src/main/java/teammates/common/exception/InstructorUpdateException.java
151,src/main/java/teammates/ui/webapi/EntityNotFoundException.java
151,src/test/java/teammates/storage/api/NotificationsDbTest.java
41,src/e2e/java/teammates/e2e/pageobjects/InstructorNotificationsPage.java
41,src/e2e/java/teammates/e2e/pageobjects/HomePage.java
41,src/e2e/java/teammates/e2e/pageobjects/StudentNotificationsPage.java
41,src/e2e/java/teammates/e2e/pageobjects/DevServerLoginPage.java
100,src/test/java/teammates/ui/webapi/DeleteFeedbackSessionActionTest.java
100,src/test/java/teammates/common/util/FieldValidatorTest.java
100,src/main/java/teammates/ui/webapi/InvalidHttpParameterException.java
100,src/main/java/teammates/common/exception/InvalidParametersException.java
100,src/test/java/teammates/common/datatransfer/AttributesDeletionQueryTest.java
170,src/test/java/teammates/ui/webapi/ActionFactoryTest.java
170,src/test/java/teammates/logic/core/DataBundleLogicTest.java
170,src/test/java/teammates/logic/api/BaseLogicTest.java
170,src/test/java/teammates/logic/core/BaseLogicTest.java
170,src/test/java/teammates/test/TestNgXmlTest.java
170,src/e2e/java/teammates/e2e/util/TestNgXmlTest.java
170,src/e2e/java/teammates/e2e/cases/axe/StudentCourseDetailsPageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/axe/InstructorFeedbackEditPageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/axe/InstructorStudentListPageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/StudentNotificationsPageE2ETest.java
170,src/e2e/java/teammates/e2e/cases/axe/InstructorCourseEditPageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/axe/InstructorCourseEnrollPageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/axe/InstructorFeedbackReportPageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/axe/InstructorFeedbackSessionsPageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/axe/InstructorStudentRecordsPageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/InstructorNotificationsPageE2ETest.java
170,src/e2e/java/teammates/e2e/cases/axe/InstructorCourseDetailsPageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/axe/InstructorCourseJoinConfirmationPageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/axe/StudentCourseJoinConfirmationPageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/axe/InstructorCourseStudentDetailsEditPageAxeTest.java
170,src/e2e/java/teammates/e2e/util/TestDataValidityTest.java
170,src/e2e/java/teammates/e2e/cases/InstructorCourseJoinConfirmationPageE2ETest.java
170,src/e2e/java/teammates/e2e/cases/InstructorSearchPageE2ETest.java
170,src/e2e/java/teammates/e2e/cases/AdminHomePageE2ETest.java
170,src/e2e/java/teammates/e2e/cases/AdminAccountsPageE2ETest.java
170,src/e2e/java/teammates/e2e/cases/axe/InstructorSearchPageAxeTest.java
170,src/test/java/teammates/test/AssertHelperTest.java
170,src/test/java/teammates/common/datatransfer/UserInfoCookieTest.java
170,src/test/java/teammates/common/datatransfer/questions/FeedbackResponseDetailsTest.java
170,src/e2e/java/teammates/e2e/cases/InstructorStudentRecordsPageE2ETest.java
170,src/test/java/teammates/common/datatransfer/attributes/BaseAttributesTest.java
170,src/e2e/java/teammates/e2e/cases/axe/InstructorCoursesPageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/axe/AdminAccountsPageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/axe/AdminNotificationsPageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/axe/FeedbackSubmitPageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/axe/StudentHomePageAxeTest.java
170,src/test/java/teammates/ui/servlets/WebPageServletTest.java
170,src/e2e/java/teammates/e2e/cases/TimezoneSyncerTest.java
170,src/e2e/java/teammates/e2e/cases/axe/AdminSearchPageAxeTest.java
170,src/e2e/java/teammates/e2e/util/TestPropertiesTest.java
170,src/e2e/java/teammates/e2e/cases/axe/AdminHomePageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/axe/FeedbackResultsPageAxeTest.java
170,src/test/java/teammates/test/ThreadHelper.java
170,src/test/java/teammates/common/util/BuildPropertiesTest.java
170,src/e2e/java/teammates/e2e/cases/NotificationBannerE2ETest.java
170,src/test/java/teammates/test/TestPropertiesTest.java
170,src/e2e/java/teammates/e2e/cases/axe/InstructorHomePageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/InstructorCourseStudentDetailsEditPageE2ETest.java
170,src/e2e/java/teammates/e2e/cases/StudentCourseDetailsPageE2ETest.java
170,src/e2e/java/teammates/e2e/cases/InstructorStudentListPageE2ETest.java
170,src/test/java/teammates/storage/search/BaseSearchTest.java
170,src/e2e/java/teammates/e2e/cases/axe/InstructorSessionIndividualExtensionPageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/axe/InstructorStudentActivityLogsPageAxeTest.java
170,src/test/java/teammates/ui/webapi/JsonResultTest.java
170,src/test/java/teammates/common/datatransfer/questions/FeedbackQuestionDetailsTest.java
170,src/e2e/java/teammates/e2e/util/EmailAccountTest.java
170,src/e2e/java/teammates/e2e/cases/AdminNotificationsPageE2ETest.java
170,src/e2e/java/teammates/e2e/cases/axe/InstructorNotificationsPageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/axe/InstructorCourseStudentDetailsPageAxeTest.java
170,src/e2e/java/teammates/e2e/cases/StudentHomePageE2ETest.java
170,src/e2e/java/teammates/e2e/cases/axe/StudentNotificationsPageAxeTest.java
170,src/lnp/java/teammates/lnp/util/TestProperties.java
170,src/e2e/java/teammates/e2e/cases/StudentCourseJoinConfirmationPageE2ETest.java
170,src/e2e/java/teammates/e2e/cases/InstructorCourseEditPageE2ETest.java
60,src/main/java/teammates/ui/webapi/GetAccountRequestAction.java
60,src/test/java/teammates/logic/core/AccountRequestsLogicTest.java
60,src/main/java/teammates/logic/core/AccountRequestsLogic.java
60,src/main/java/teammates/storage/search/AccountRequestSearchManager.java
60,src/test/java/teammates/common/datatransfer/InstructorPrivilegesTest.java
60,src/main/java/teammates/common/util/HttpRequest.java
60,src/main/java/teammates/ui/request/FeedbackQuestionCreateRequest.java
60,src/main/java/teammates/ui/request/InvalidHttpRequestBodyException.java
60,src/main/java/teammates/ui/request/FeedbackQuestionUpdateRequest.java
60,src/main/java/teammates/storage/search/AccountRequestSearchDocument.java
60,src/main/java/teammates/ui/output/InstructorPrivilegeData.java
60,src/main/java/teammates/ui/request/NotificationUpdateRequest.java
60,src/main/java/teammates/ui/request/CourseUpdateRequest.java
60,src/main/java/teammates/common/exception/HttpRequestFailedException.java
60,src/main/java/teammates/ui/request/NotificationCreateRequest.java
60,src/main/java/teammates/ui/output/AccountRequestsData.java
60,src/main/java/teammates/ui/request/InstructorPrivilegeUpdateRequest.java
60,src/test/java/teammates/storage/api/AccountRequestsDbTest.java
60,src/main/java/teammates/storage/api/AccountRequestsDb.java
101,src/main/java/teammates/storage/api/EntitiesDb.java
101,src/test/java/teammates/storage/api/EntitiesDbTest.java
101,src/main/java/teammates/common/datatransfer/InstructorPrivilegesLegacy.java
101,src/main/java/teammates/ui/output/NumberOfEntitiesToGiveFeedbackToSetting.java
101,src/main/java/teammates/common/exception/EntityAlreadyExistsException.java
101,src/main/java/teammates/common/exception/EntityDoesNotExistException.java
101,src/test/java/teammates/common/datatransfer/attributes/BaseAttributesTest.java
101,src/main/java/teammates/ui/webapi/EntityNotFoundException.java
52,src/main/java/teammates/ui/webapi/GetActionClassesAction.java
52,src/test/java/teammates/ui/webapi/GetActionClassesActionTest.java
52,src/main/java/teammates/ui/webapi/GetInstructorsAction.java
52,src/main/java/teammates/ui/webapi/AdminOnlyAction.java
52,src/main/java/teammates/ui/webapi/GetCourseAction.java
52,src/main/java/teammates/ui/webapi/GetStudentsAction.java
52,src/main/java/teammates/ui/webapi/CreateCourseAction.java
52,src/main/java/teammates/ui/webapi/SearchStudentsAction.java
52,src/main/java/teammates/ui/webapi/EnrollStudentsAction.java
52,src/main/java/teammates/ui/webapi/AdminExceptionTestAction.java
52,src/main/java/teammates/ui/webapi/GetSessionResultsAction.java
52,src/main/java/teammates/ui/webapi/GetInstructorPrivilegeAction.java
52,src/main/java/teammates/ui/webapi/GetCourseSectionNamesAction.java
52,src/main/java/teammates/ui/webapi/BinCourseAction.java
52,src/main/java/teammates/ui/webapi/GetFeedbackResponsesAction.java
52,src/main/java/teammates/ui/webapi/RestoreCourseAction.java
52,src/main/java/teammates/ui/webapi/GetFeedbackQuestionsAction.java
52,src/main/java/teammates/ui/webapi/GetDeadlineExtensionAction.java
52,src/main/java/teammates/ui/webapi/GetFeedbackSessionsAction.java
