SentenceId,CodeElementId
4,bigbluebutton-html5/test-html5.sh
4,bigbluebutton-html5/transifex.sh
4,bigbluebutton-html5/deploy_to_usr_share.sh
4,bigbluebutton-html5/run-dev.sh
4,build/packages-template/bbb-html5/workers-start.sh
4,build/packages-template/bbb-html5/after-remove.sh
4,build/packages-template/bbb-html5/before-install.sh
4,build/packages-template/bbb-html5/systemd_start.sh
4,build/packages-template/bbb-html5/systemd_start_frontend.sh
4,build/packages-template/bbb-html5/run_mongo.sh
4,build/packages-template/bbb-html5/opts-jammy.sh
4,build/packages-template/bbb-html5/before-remove.sh
4,build/packages-template/bbb-html5/build.sh
4,build/packages-template/bbb-html5/kill_mongo.sh
4,build/packages-template/bbb-html5/mongod_start_pre.sh
4,build/packages-template/bbb-html5/after-install.sh
5,bigbluebutton-html5/test-html5.sh
5,bigbluebutton-html5/transifex.sh
5,bigbluebutton-html5/deploy_to_usr_share.sh
5,bigbluebutton-html5/run-dev.sh
5,build/packages-template/bbb-html5/workers-start.sh
5,build/packages-template/bbb-html5/after-remove.sh
5,build/packages-template/bbb-html5/before-install.sh
5,build/packages-template/bbb-html5/systemd_start.sh
5,build/packages-template/bbb-html5/systemd_start_frontend.sh
5,build/packages-template/bbb-html5/run_mongo.sh
5,build/packages-template/bbb-html5/opts-jammy.sh
5,build/packages-template/bbb-html5/before-remove.sh
5,build/packages-template/bbb-html5/build.sh
5,build/packages-template/bbb-html5/kill_mongo.sh
5,build/packages-template/bbb-html5/mongod_start_pre.sh
5,build/packages-template/bbb-html5/after-install.sh
6,bigbluebutton-html5/test-html5.sh
6,bigbluebutton-html5/transifex.sh
6,bigbluebutton-html5/deploy_to_usr_share.sh
6,bigbluebutton-html5/run-dev.sh
6,build/packages-template/bbb-html5/workers-start.sh
6,build/packages-template/bbb-html5/after-remove.sh
6,build/packages-template/bbb-html5/before-install.sh
6,build/packages-template/bbb-html5/systemd_start.sh
6,build/packages-template/bbb-html5/systemd_start_frontend.sh
6,build/packages-template/bbb-html5/run_mongo.sh
6,build/packages-template/bbb-html5/opts-jammy.sh
6,build/packages-template/bbb-html5/before-remove.sh
6,build/packages-template/bbb-html5/build.sh
6,build/packages-template/bbb-html5/kill_mongo.sh
6,build/packages-template/bbb-html5/mongod_start_pre.sh
6,build/packages-template/bbb-html5/after-install.sh
8,bigbluebutton-html5/test-html5.sh
8,bigbluebutton-html5/transifex.sh
8,bigbluebutton-html5/deploy_to_usr_share.sh
8,bigbluebutton-html5/run-dev.sh
8,build/packages-template/bbb-html5/workers-start.sh
8,build/packages-template/bbb-html5/after-remove.sh
8,build/packages-template/bbb-html5/before-install.sh
8,build/packages-template/bbb-html5/systemd_start.sh
8,build/packages-template/bbb-html5/systemd_start_frontend.sh
8,build/packages-template/bbb-html5/run_mongo.sh
8,build/packages-template/bbb-html5/opts-jammy.sh
8,build/packages-template/bbb-html5/before-remove.sh
8,build/packages-template/bbb-html5/build.sh
8,build/packages-template/bbb-html5/kill_mongo.sh
8,build/packages-template/bbb-html5/mongod_start_pre.sh
8,build/packages-template/bbb-html5/after-install.sh
9,bigbluebutton-html5/test-html5.sh
9,bigbluebutton-html5/transifex.sh
9,bigbluebutton-html5/deploy_to_usr_share.sh
9,bigbluebutton-html5/run-dev.sh
9,build/packages-template/bbb-html5/workers-start.sh
9,build/packages-template/bbb-html5/after-remove.sh
9,build/packages-template/bbb-html5/before-install.sh
9,build/packages-template/bbb-html5/systemd_start.sh
9,build/packages-template/bbb-html5/systemd_start_frontend.sh
9,build/packages-template/bbb-html5/run_mongo.sh
9,build/packages-template/bbb-html5/opts-jammy.sh
9,build/packages-template/bbb-html5/before-remove.sh
9,build/packages-template/bbb-html5/build.sh
9,build/packages-template/bbb-html5/kill_mongo.sh
9,build/packages-template/bbb-html5/mongod_start_pre.sh
9,build/packages-template/bbb-html5/after-install.sh
10,bigbluebutton-html5/test-html5.sh
10,bigbluebutton-html5/transifex.sh
10,bigbluebutton-html5/deploy_to_usr_share.sh
10,bigbluebutton-html5/run-dev.sh
10,build/packages-template/bbb-html5/workers-start.sh
10,build/packages-template/bbb-html5/after-remove.sh
10,build/packages-template/bbb-html5/before-install.sh
10,build/packages-template/bbb-html5/systemd_start.sh
10,build/packages-template/bbb-html5/systemd_start_frontend.sh
10,build/packages-template/bbb-html5/run_mongo.sh
10,build/packages-template/bbb-html5/opts-jammy.sh
10,build/packages-template/bbb-html5/before-remove.sh
10,build/packages-template/bbb-html5/build.sh
10,build/packages-template/bbb-html5/kill_mongo.sh
10,build/packages-template/bbb-html5/mongod_start_pre.sh
10,build/packages-template/bbb-html5/after-install.sh
11,bigbluebutton-html5/test-html5.sh
11,bigbluebutton-html5/transifex.sh
11,bigbluebutton-html5/deploy_to_usr_share.sh
11,bigbluebutton-html5/run-dev.sh
11,build/packages-template/bbb-html5/workers-start.sh
11,build/packages-template/bbb-html5/after-remove.sh
11,build/packages-template/bbb-html5/before-install.sh
11,build/packages-template/bbb-html5/systemd_start.sh
11,build/packages-template/bbb-html5/systemd_start_frontend.sh
11,build/packages-template/bbb-html5/run_mongo.sh
11,build/packages-template/bbb-html5/opts-jammy.sh
11,build/packages-template/bbb-html5/before-remove.sh
11,build/packages-template/bbb-html5/build.sh
11,build/packages-template/bbb-html5/kill_mongo.sh
11,build/packages-template/bbb-html5/mongod_start_pre.sh
11,build/packages-template/bbb-html5/after-install.sh
12,bigbluebutton-html5/test-html5.sh
12,bigbluebutton-html5/transifex.sh
