SentenceId,CodeElementId
1,src/test/java/org/jabref/logic/bibtex/FileFieldWriterTest.java
1,src/main/java/org/jabref/model/search/rules/SearchRules.java
1,src/test/java/org/jabref/logic/openoffice/style/OOBibStyleTest.java
1,src/test/java/org/jabref/gui/util/comparator/SpecialFieldComparatorTest.java
1,src/main/java/org/jabref/gui/push/PushToApplicationSettings.java
1,src/main/java/org/jabref/logic/net/ProxyAuthenticator.java
1,src/main/java/org/jabref/logic/cleanup/FileLinksCleanup.java
1,src/main/java/org/jabref/gui/groups/UndoableAddOrRemoveGroup.java
1,src/main/java/org/jabref/gui/fieldeditors/SimpleEditorViewModel.java
1,src/main/java/org/jabref/logic/importer/fileformat/PdfVerbatimBibTextImporter.java
1,src/main/java/org/jabref/logic/integrity/FileChecker.java
1,src/test/java/org/jabref/logic/importer/ImportFormatReaderParameterlessTest.java
1,src/main/java/org/jabref/logic/layout/format/FirstPage.java
1,src/main/java/org/jabref/model/entry/identifier/EprintIdentifier.java
1,src/main/java/org/jabref/gui/help/AboutAction.java
1,src/test/java/org/jabref/logic/integrity/ISBNCheckerTest.java
1,src/test/java/org/jabref/logic/bst/util/BstCaseChangersTest.java
1,src/test/java/org/jabref/logic/importer/fetcher/SpringerFetcherTest.java
1,src/main/java/org/jabref/logic/integrity/CitationKeyChecker.java
1,src/main/java/org/jabref/gui/libraryproperties/contentselectors/ContentSelectorViewModel.java
1,src/main/java/org/jabref/gui/util/DefaultTaskExecutor.java
1,src/main/java/org/jabref/logic/texparser/LatexParser.java
1,src/main/java/org/jabref/logic/bibtex/FieldWriter.java
1,src/main/java/org/jabref/logic/crawler/StudyYamlParser.java
1,src/main/java/org/jabref/gui/help/NewVersionDialog.java
1,src/test/java/org/jabref/gui/externalfiles/FileFilterUtilsTest.java
1,src/main/java/org/jabref/gui/shared/SharedDatabaseLoginDialogView.java
1,src/main/java/org/jabref/gui/importer/ImportAction.java
1,src/main/java/org/jabref/gui/preferences/customimporter/CustomImporterTab.java
1,src/main/java/org/jabref/gui/preferences/entry/EntryTab.java
1,src/test/java/org/jabref/logic/integrity/TypeCheckerTest.java
1,src/main/java/org/jabref/gui/autocompleter/AppendPersonNamesStrategy.java
1,src/main/java/org/jabref/logic/importer/EntryBasedFetcher.java
1,src/main/java/org/jabref/logic/layout/format/Authors.java
1,src/main/java/org/jabref/gui/externalfiles/FindUnlinkedFilesAction.java
1,src/main/java/org/jabref/gui/preferences/journals/AbbreviationViewModel.java
1,src/main/java/org/jabref/logic/layout/format/Ordinal.java
1,src/test/java/org/jabref/logic/search/DatabaseSearcherTest.java
1,src/main/java/org/jabref/gui/search/rules/describer/ContainsAndRegexBasedSearchRuleDescriber.java
1,src/main/java/org/jabref/logic/remote/server/RemoteListenerServerManager.java
1,src/main/java/org/jabref/logic/shared/DatabaseConnectionProperties.java
1,src/main/java/org/jabref/logic/importer/fetcher/CrossRef.java
1,src/test/java/org/jabref/logic/TypedBibEntryTest.java
1,src/main/java/org/jabref/model/entry/Keyword.java
1,src/main/java/org/jabref/logic/util/FileType.java
1,src/main/java/org/jabref/gui/bibtexextractor/BibtexExtractor.java
1,src/main/java/org/jabref/logic/openoffice/frontend/UpdateBibliography.java
1,src/main/java/org/jabref/gui/collab/entrychange/EntryChangeResolver.java
1,src/test/java/org/jabref/logic/layout/format/EntryTypeFormatterTest.java
1,src/test/java/org/jabref/logic/formatter/minifier/MinifyNameListFormatterTest.java
1,src/main/java/org/jabref/logic/layout/format/RemoveLatexCommandsFormatter.java
1,src/main/java/org/jabref/gui/entryeditor/fileannotationtab/FileAnnotationTabViewModel.java
1,src/main/java/org/jabref/model/study/Study.java
1,src/main/java/org/jabref/gui/groups/GroupNodeViewModel.java
1,src/main/java/org/jabref/gui/preferences/PreferencesFilterDialog.java
1,src/main/java/org/jabref/gui/maintable/BibEntryTableViewModel.java
1,src/main/java/org/jabref/logic/util/StandardFileType.java
1,src/test/java/org/jabref/logic/exporter/ExporterTest.java
1,src/test/java/org/jabref/gui/search/TextFlowEqualityHelper.java
1,src/main/java/org/jabref/model/entry/LinkedFile.java
1,src/main/java/org/jabref/logic/citationkeypattern/BracketedPattern.java
1,src/main/java/org/jabref/logic/openoffice/style/OOProcessCitationKeyMarkers.java
1,src/main/java/org/jabref/model/groups/LastNameGroup.java
1,src/main/java/org/jabref/gui/entryeditor/OpenEntryEditorAction.java
1,src/test/java/org/jabref/gui/externalfiles/GitIgnoreFileFilterTest.java
1,src/test/java/org/jabref/logic/importer/fetcher/RfcFetcherTest.java
1,src/main/java/org/jabref/gui/preferences/protectedterms/ProtectedTermsTab.java
1,src/test/java/org/jabref/logic/importer/util/JsonReaderTest.java
1,src/main/java/org/jabref/gui/importer/ImportCustomEntryTypesDialog.java
1,src/test/java/org/jabref/logic/formatter/casechanger/TitleCaseFormatterTest.java
1,src/test/java/org/jabref/gui/maintable/MainTableColumnModelTest.java
1,src/main/java/org/jabref/gui/util/ValueTableCellFactory.java
1,src/test/java/org/jabref/logic/importer/DatabaseFileLookupTest.java
1,src/main/java/org/jabref/gui/fieldeditors/DateEditorViewModel.java
1,src/main/java/org/jabref/logic/integrity/DateChecker.java
1,src/test/java/org/jabref/logic/layout/format/AuthorLastFirstTest.java
1,src/main/java/org/jabref/gui/actions/JabRefAction.java
1,src/main/java/org/jabref/model/openoffice/uno/UnoScreenRefresh.java
1,src/test/java/org/jabref/logic/layout/format/AuthorLastFirstAbbrOxfordCommasTest.java
1,src/main/java/org/jabref/model/entry/Month.java
1,src/main/java/org/jabref/logic/importer/EntryBasedParserFetcher.java
1,src/main/java/org/jabref/gui/collab/DatabaseChangeList.java
1,src/main/java/org/jabref/logic/importer/fetcher/Medra.java
1,src/main/java/org/jabref/gui/copyfiles/CopyFilesDialogView.java
1,src/main/java/org/jabref/logic/layout/format/DateFormatter.java
1,src/main/java/org/jabref/gui/JabRefFrame.java
1,src/main/java/org/jabref/gui/util/FileFilterConverter.java
1,src/main/java/org/jabref/logic/importer/fetcher/DoiFetcher.java
1,src/test/java/org/jabref/logic/layout/format/AuthorAndsReplacerTest.java
1,src/main/java/org/jabref/logic/net/ProxyPreferences.java
1,src/test/java/org/jabref/logic/formatter/bibtexfields/UnitsToLatexFormatterTest.java
1,src/main/java/org/jabref/logic/citationstyle/CitationStylePreviewLayout.java
1,src/main/java/org/jabref/logic/integrity/UrlChecker.java
1,src/main/java/org/jabref/logic/layout/format/DocBookVersion.java
1,src/main/java/org/jabref/gui/fieldeditors/UrlEditorViewModel.java
1,src/main/java/org/jabref/model/openoffice/style/CompareCitedKey.java
1,src/main/java/org/jabref/logic/cleanup/RelativePathsCleanup.java
1,src/main/java/org/jabref/model/openoffice/util/OOTuple3.java
1,src/main/java/org/jabref/gui/externalfiles/FileFilterUtils.java
1,src/main/java/org/jabref/gui/DefaultInjector.java
1,src/test/java/org/jabref/logic/importer/fetcher/ZbMATHTest.java
1,src/main/java/org/jabref/gui/mergeentries/newmergedialog/FieldRowViewModel.java
1,src/main/java/org/jabref/gui/copyfiles/CopyFilesResultListDependency.java
1,src/main/java/org/jabref/logic/layout/format/Iso690FormatDate.java
1,src/main/java/org/jabref/gui/commonfxcontrols/CitationKeyPatternPanelViewModel.java
1,src/main/java/org/jabref/gui/util/TooltipTextUtil.java
1,src/main/java/org/jabref/model/TreeNode.java
1,src/main/java/org/jabref/logic/openoffice/action/EditInsert.java
1,src/main/java/org/jabref/gui/EntryTypeView.java
1,src/main/java/org/jabref/logic/importer/IdFetcher.java
1,src/main/java/org/jabref/gui/actions/StandardActions.java
1,src/main/java/org/jabref/logic/util/strings/UnicodeLigaturesMap.java
1,src/test/java/org/jabref/logic/bibtex/FieldWriterTest.java
1,src/main/java/org/jabref/logic/importer/util/ShortDOIService.java
1,src/main/java/org/jabref/logic/importer/PagedSearchBasedFetcher.java
1,src/main/java/org/jabref/logic/layout/format/AuthorLF_FF.java
1,src/test/java/org/jabref/logic/bibtex/BibEntryWriterTest.java
1,src/main/java/org/jabref/gui/preferences/nameformatter/NameFormatterItemModel.java
1,src/main/java/org/jabref/gui/preferences/externalfiletypes/ExternalFileTypeItemViewModel.java
1,src/main/java/org/jabref/gui/util/OptionalValueTableCellFactory.java
1,src/main/java/org/jabref/gui/util/ControlHelper.java
1,src/test/java/org/jabref/logic/xmp/XmpUtilWriterTest.java
1,src/main/java/org/jabref/gui/remote/CLIMessageHandler.java
1,src/test/java/org/jabref/logic/layout/format/HTMLCharsTest.java
1,src/main/java/org/jabref/model/strings/UnicodeToReadableCharMap.java
1,src/main/java/org/jabref/logic/layout/format/NameFormatter.java
1,src/test/java/org/jabref/logic/util/BuildInfoTest.java
1,src/main/java/org/jabref/logic/importer/fetcher/JstorFetcher.java
1,src/main/java/org/jabref/gui/groups/MoveGroupChange.java
1,src/test/java/org/jabref/gui/util/TooltipTextUtilTest.java
1,src/main/java/org/jabref/gui/mergeentries/newmergedialog/ThreeWayMergeView.java
1,src/main/java/org/jabref/gui/push/PushToEmacs.java
1,src/test/java/org/jabref/logic/importer/fetcher/MedlineFetcherTest.java
1,src/main/java/org/jabref/model/openoffice/uno/UnoStyle.java
1,src/main/java/org/jabref/logic/auxparser/DefaultAuxParser.java
1,src/test/java/org/jabref/logic/util/io/RegExpBasedFileFinderTest.java
1,src/main/java/org/jabref/logic/xmp/DocumentInformationExtractor.java
1,src/main/java/org/jabref/gui/help/ErrorConsoleAction.java
1,src/test/java/org/jabref/logic/importer/ImporterTest.java
1,src/test/java/org/jabref/logic/integrity/IntegrityCheckTest.java
1,src/main/java/org/jabref/gui/search/rules/describer/SearchDescribers.java
1,src/main/java/org/jabref/gui/AbstractViewModel.java
1,src/main/java/org/jabref/logic/shared/PostgreSQLProcessor.java
1,src/main/java/org/jabref/logic/remote/server/RemoteListenerServer.java
1,src/test/java/org/jabref/logic/journals/AbbreviationWriterTest.java
1,src/main/java/org/jabref/gui/preferences/externalfiletypes/EditExternalFileTypeViewModel.java
1,src/main/java/org/jabref/gui/preferences/keybindings/presets/NewEntryBindingPreset.java
1,src/main/java/org/jabref/logic/importer/fileformat/MsBibImporter.java
1,src/main/java/org/jabref/gui/util/BackgroundTask.java
1,src/main/java/org/jabref/logic/openoffice/style/OOBibStyleGetNumCitationMarker.java
1,src/test/java/org/jabref/logic/l10n/JavaLocalizationEntryParser.java
1,src/test/java/org/jabref/logic/l10n/LocalizationEntry.java
1,src/main/java/org/jabref/logic/layout/format/AuthorLastFirstAbbreviator.java
1,src/test/java/org/jabref/logic/openoffice/style/OOBibStyleTestHelper.java
1,src/test/java/org/jabref/logic/layout/format/NameFormatterTest.java
1,src/main/java/org/jabref/gui/util/ViewModelTextFieldTableCellVisualizationFactory.java
1,src/test/java/org/jabref/model/entry/field/SpecialFieldTest.java
1,src/main/java/org/jabref/gui/fieldeditors/contextmenu/EditorMenus.java
1,src/main/java/org/jabref/logic/util/strings/StringLengthComparator.java
1,src/main/java/org/jabref/gui/slr/ExistingStudySearchAction.java
1,src/main/java/org/jabref/gui/fieldeditors/LinkedFileViewModel.java
1,src/main/java/org/jabref/gui/openoffice/AdvancedCiteDialogViewModel.java
1,src/main/java/org/jabref/gui/groups/GroupTreeNodeViewModel.java
1,src/test/java/org/jabref/logic/integrity/PersonNamesCheckerTest.java
1,src/main/java/org/jabref/logic/shared/event/ConnectionLostEvent.java
1,src/test/java/org/jabref/logic/importer/fetcher/DoiFetcherTest.java
1,src/main/java/org/jabref/gui/importer/ImportEntriesDialog.java
1,src/main/java/org/jabref/gui/undo/NamedCompound.java
1,src/main/java/org/jabref/gui/preferences/customentrytypes/EntryTypeViewModel.java
1,src/main/java/org/jabref/logic/importer/fetcher/SpringerFetcher.java
1,src/test/java/org/jabref/logic/layout/format/AuthorFirstLastOxfordCommasTest.java
1,src/test/java/org/jabref/logic/layout/format/ReplaceUnicodeLigaturesFormatterTest.java
1,src/main/java/org/jabref/logic/util/strings/StringSimilarity.java
1,src/main/java/org/jabref/gui/LibraryTab.java
1,src/main/java/org/jabref/model/database/event/EntriesRemovedEvent.java
1,src/main/java/org/jabref/logic/bibtex/comparator/BibEntryDiff.java
1,src/main/java/org/jabref/logic/layout/format/AuthorLF_FFAbbr.java
1,src/main/java/org/jabref/gui/icon/JabrefIconProvider.java
1,src/main/java/org/jabref/gui/collab/DatabaseChangesResolverDialog.java
1,src/test/java/org/jabref/logic/util/DevelopmentStageTest.java
1,src/test/java/org/jabref/logic/importer/fetcher/GoogleScholarTest.java
1,src/main/java/org/jabref/gui/fieldeditors/MapBasedEditorViewModel.java
1,src/test/java/org/jabref/logic/layout/format/DefaultTest.java
1,src/main/java/org/jabref/gui/autocompleter/AppendWordsStrategy.java
1,src/main/java/org/jabref/gui/mergeentries/MergeWithFetchedEntryAction.java
1,src/test/java/org/jabref/logic/importer/fetcher/OpenAccessDoiTest.java
1,src/main/java/org/jabref/gui/preferences/general/GeneralTabViewModel.java
1,src/main/java/org/jabref/gui/errorconsole/ErrorConsoleView.java
1,src/test/java/org/jabref/model/entry/CanonicalBibEntryTest.java
1,src/main/java/org/jabref/gui/fieldeditors/URLUtil.java
1,src/main/java/org/jabref/gui/fieldeditors/LinkedFilesEditorViewModel.java
1,src/main/java/org/jabref/logic/layout/format/ToUpperCase.java
1,src/main/java/org/jabref/model/openoffice/uno/UnoUserDefinedProperty.java
1,src/main/java/org/jabref/gui/fieldeditors/YesNoEditorViewModel.java
1,src/main/java/org/jabref/gui/fieldeditors/EditorValidator.java
1,src/main/java/org/jabref/model/entry/event/FieldAddedOrRemovedEvent.java
1,src/test/java/org/jabref/logic/integrity/BooktitleCheckerTest.java
1,src/main/java/org/jabref/logic/shared/exception/SharedEntryNotPresentException.java
1,src/main/java/org/jabref/gui/mergeentries/DiffHighlightingEllipsingTextFlow.java
1,src/test/java/org/jabref/logic/integrity/DoiDuplicationCheckerTest.java
1,src/main/java/org/jabref/gui/maintable/SearchShortScienceAction.java
1,src/main/java/org/jabref/logic/importer/fetcher/OpenAccessDoi.java
1,src/main/java/org/jabref/gui/entryeditor/fileannotationtab/FileAnnotationTabView.java
1,src/test/java/org/jabref/model/entry/field/BibFieldTest.java
1,src/main/java/org/jabref/model/entry/types/BiblatexSoftwareEntryType.java
1,src/main/java/org/jabref/gui/util/ViewModelTableRowFactory.java
1,src/main/java/org/jabref/logic/remote/server/RemoteListenerServerThread.java
1,src/test/java/org/jabref/gui/autocompleter/SuggestionProvidersTest.java
1,src/main/java/org/jabref/logic/formatter/bibtexfields/ClearFormatter.java
1,src/main/java/org/jabref/logic/autosaveandbackup/BackupManager.java
1,src/main/java/org/jabref/logic/importer/fileformat/ModsImporter.java
1,src/main/java/org/jabref/logic/l10n/LocalizationKey.java
1,src/main/java/org/jabref/gui/mergeentries/newmergedialog/ShowDiffConfig.java
1,src/test/java/org/jabref/logic/importer/fetcher/JstorFetcherTest.java
1,src/main/java/org/jabref/logic/bst/util/BstPurifier.java
1,src/main/java/org/jabref/logic/openoffice/backend/NamedRangeReferenceMark.java
1,src/main/java/org/jabref/logic/layout/format/DOIStrip.java
1,src/test/java/org/jabref/gui/search/GrammarBasedSearchRuleDescriberTest.java
1,src/main/java/org/jabref/logic/importer/QueryParser.java
1,src/main/java/org/jabref/logic/util/BuildInfo.java
1,src/main/java/org/jabref/logic/layout/format/MarkdownFormatter.java
1,src/main/java/org/jabref/gui/theme/StyleSheet.java
1,src/main/java/org/jabref/gui/fieldeditors/TypeEditorViewModel.java
1,src/main/java/org/jabref/logic/openoffice/OpenOfficePreferences.java
1,src/test/java/org/jabref/logic/integrity/DoiValidityCheckerTest.java
1,src/main/java/org/jabref/gui/autocompleter/JournalsSuggestionProvider.java
1,src/main/java/org/jabref/gui/collab/entrydelete/EntryDelete.java
1,src/main/java/org/jabref/logic/integrity/BracketChecker.java
1,src/main/java/org/jabref/gui/preferences/customentrytypes/FieldViewModel.java
1,src/main/java/org/jabref/logic/importer/fetcher/CollectionOfComputerScienceBibliographiesFetcher.java
