sourceID;targetID
28.txt;PackagingImpl.java
29.txt;UserDBAdapterImpl.java
12.txt;UserDBAdapterImpl.java
30.txt;UserDBAdapterImpl.java
24.txt;DbManager.java
26.txt;FacadeImpl.java
6.txt;FacadeImpl.java
11.txt;UserManagementImpl.java
9.txt;MediaManagementImpl.java
27.txt;MediaManagementImpl.java
25.txt;MediaManagementImpl.java
17.txt;MediaManagementImpl.java
8.txt;MediaManagementImpl.java
26.txt;MediaManagementImpl.java
28.txt;MediaManagementImpl.java
20.txt;MediaManagementImpl.java
37.txt;MediaManagementImpl.java
6.txt;MediaManagementImpl.java
34.txt;MediaManagementImpl.java
4.txt;MediaManagementImpl.java
14.txt;IDownloadAudioWatermarkingRemote.java
37.txt;IDownloadAudioWatermarkingRemote.java
14.txt;IDownloadTagWatermarking.java
16.txt;IDownloadTagWatermarking.java
14.txt;IDownloadTagWatermarkingRemote.java
16.txt;IDownloadTagWatermarkingRemote.java
27.txt;IMediaAccessLocal.java
14.txt;IDownloadAudioWatermarkingLocal.java
37.txt;IDownloadAudioWatermarkingLocal.java
27.txt;IMediaAccess.java
27.txt;IMediaAccessRemote.java
8.txt;IMediaManagementRemote.java
27.txt;IDownloadMediaAccess.java
27.txt;IDownloadMediaAccessRemote.java
27.txt;IMediaAccessMaintenance.java
14.txt;IDownloadTagWatermarkingLocal.java
16.txt;IDownloadTagWatermarkingLocal.java
8.txt;IMediaManagementLocal.java
27.txt;IMediaAccessMaintenanceRemote.java
12.txt;IUserDBAdapter.java
30.txt;IUserDBAdapter.java
26.txt;IFacade.java
6.txt;IFacade.java
12.txt;IUserDBAdapterLocal.java
30.txt;IUserDBAdapterLocal.java
12.txt;IUserDBAdapterRemote.java
30.txt;IUserDBAdapterRemote.java
27.txt;IDownloadMediaAccessLocal.java
9.txt;IDownload.java
14.txt;IDownloadAudioWatermarking.java
37.txt;IDownloadAudioWatermarking.java
6.txt;IDownloadAudioWatermarking.java
16.txt;IDownloadAudioWatermarking.java
11.txt;IUserManagement.java
9.txt;IMediaManagement.java
27.txt;IMediaManagement.java
25.txt;IMediaManagement.java
17.txt;IMediaManagement.java
8.txt;IMediaManagement.java
26.txt;IMediaManagement.java
28.txt;IMediaManagement.java
20.txt;IMediaManagement.java
37.txt;IMediaManagement.java
6.txt;IMediaManagement.java
34.txt;IMediaManagement.java
4.txt;IMediaManagement.java
27.txt;IMediaAccessMaintenanceLocal.java
9.txt;FSUtil.java
19.txt;FSUtil.java
28.txt;FSUtil.java
15.txt;FSUtil.java
37.txt;FSUtil.java
18.txt;FSUtil.java
6.txt;FSUtil.java
9.txt;AudioFile.java
27.txt;AudioFile.java
25.txt;AudioFile.java
24.txt;AudioFile.java
17.txt;AudioFile.java
26.txt;AudioFile.java
19.txt;AudioFile.java
22.txt;AudioFile.java
28.txt;AudioFile.java
21.txt;AudioFile.java
20.txt;AudioFile.java
15.txt;AudioFile.java
14.txt;AudioFile.java
37.txt;AudioFile.java
18.txt;AudioFile.java
6.txt;AudioFile.java
16.txt;AudioFile.java
4.txt;AudioFile.java
33.txt;AudioFile.java
9.txt;AudioFileInfo.java
27.txt;AudioFileInfo.java
25.txt;AudioFileInfo.java
24.txt;AudioFileInfo.java
17.txt;AudioFileInfo.java
19.txt;AudioFileInfo.java
22.txt;AudioFileInfo.java
28.txt;AudioFileInfo.java
20.txt;AudioFileInfo.java
15.txt;AudioFileInfo.java
37.txt;AudioFileInfo.java
18.txt;AudioFileInfo.java
6.txt;AudioFileInfo.java
16.txt;AudioFileInfo.java
4.txt;AudioFileInfo.java
16.txt;TagWatermarkingImpl.java
9.txt;CacheSingleton.java
28.txt;CacheSingleton.java
20.txt;CacheSingleton.java
15.txt;CacheSingleton.java
37.txt;CacheSingleton.java
9.txt;CacheImpl.java
20.txt;WavFile.java
9.txt;AudioWatermarkingImpl.java
25.txt;AudioWatermarkingImpl.java
28.txt;AudioWatermarkingImpl.java
27.txt;MediaAccessImpl.java
25.txt;MediaAccessImpl.java
26.txt;MediaAccessImpl.java
34.txt;MediaAccessImpl.java
28.txt;Audio.java
37.txt;Audio.java
