ArchitectureElementId,CodeElementId
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/test/java/tools/descartes/teastore/auth/security/ShaSecurityProviderTest.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/rest/ReadyRest.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/startup/AuthStartup.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/ShaSecurityProvider.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/RandomSessionIdGenerator.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/rest/AuthCartRest.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/rest/AuthUserActionsRest.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/BCryptProvider.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/ISessionIdGenerator.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/ConstantKeyProvider.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/IKeyProvider.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/security/ISecurityProvider.java
_AiuxcDVdEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/test/java/tools/descartes/teastore/auth/security/ConstantKeyProviderTest.java
_BYKdQDVgEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/IRecommender.java
_Mh_1QDVcEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/AbstractPersistenceRepository.java
_Sb4SYDVfEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/IRecommender.java
_YkXeIDVgEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/test/java/tools/descartes/teastore/recommender/algorithm/SlopeOneRecommenderTest.java
_YkXeIDVgEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/cf/SlopeOneRecommender.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ProfileServlet.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ErrorServlet.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/DataBaseActionServlet.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/AbstractUIServlet.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/DataBaseServlet.java
_bC13QDVWEeqPG_FgW3bi6Q,tools/test_webui.sh
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CartServlet.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/LoginServlet.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/StatusServlet.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/startup/WebuiStartup.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/OrderServlet.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CartActionServlet.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/LoginActionServlet.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/AboutUsServlet.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ProductServlet.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CategoryServlet.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/IndexServlet.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/elhelper/ELHelperUtils.java
_bC13QDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/rest/ReadyRest.java
_dhM6oDVXEeqPG_FgW3bi6Q,services/tools.descartes.teastore.registry/src/main/java/tools/descartes/teastore/registry/servlet/IndexServlet.java
_dhM6oDVXEeqPG_FgW3bi6Q,services/tools.descartes.teastore.registry/src/main/java/tools/descartes/teastore/registry/rest/Registry.java
_dhM6oDVXEeqPG_FgW3bi6Q,services/tools.descartes.teastore.registry/src/main/java/tools/descartes/teastore/registry/rest/HeartbeatInfo.java
_dhM6oDVXEeqPG_FgW3bi6Q,services/tools.descartes.teastore.registry/src/main/java/tools/descartes/teastore/registry/rest/RegistryStartup.java
_dhM6oDVXEeqPG_FgW3bi6Q,services/tools.descartes.teastore.registry/src/main/java/tools/descartes/teastore/registry/rest/RegistryREST.java
_g6IlUDVXEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/CartActionServlet.java
_gGczsDVZEeqPG_FgW3bi6Q,utilities/tools.descartes.teastore.registryclient/src/main/java/tools/descartes/teastore/registryclient/loadbalancers/ServiceLoadBalancer.java
_iaElgKpwEeqHXcsU55mirw,services/tools.descartes.teastore.recommender/src/test/java/tools/descartes/teastore/recommender/algorithm/PreprocessedSlopeOneRecommenderTest.java
_iaElgKpwEeqHXcsU55mirw,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/cf/PreprocessedSlopeOneRecommender.java
_kgbngDVgEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/orderbased/OrderBasedRecommender.java
_kgbngDVgEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/test/java/tools/descartes/teastore/recommender/algorithm/OrderBasedRecommenderTest.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/test/java/tools/descartes/teastore/persistence/DataGeneratorTest.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/CategoryEndpoint.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/EMFManager.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/PersistenceOrder.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/CacheManager.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/PersistenceCategory.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/ProductEndpoint.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/OrderRepository.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/PersistenceOrderItem.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/converters/LocalDateAttributeConverter.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/converters/LocalDateTimeAttributeConverter.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/CategoryRepository.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/DataGenerator.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/test/java/tools/descartes/teastore/persistence/RegistrationDaemon.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/ProductRepository.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/daemons/InitialDataGenerationDaemon.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/CacheManagerEndpoint.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/servlet/IndexServlet.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/PersistenceUser.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/UserEndpoint.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/DatabaseManagementEntity.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/PersistenceProduct.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/repository/AbstractPersistenceRepository.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/UserRepository.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/test/java/tools/descartes/teastore/persistence/RepositoryTest.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/OrderEndpoint.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/domain/OrderItemRepository.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/test/java/tools/descartes/teastore/persistence/repository/EMFManagerInitializer.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/DatabaseGenerationEndpoint.java
_lnx1oDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.persistence/src/main/java/tools/descartes/teastore/persistence/rest/OrderItemEndpoint.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/RecommendEndpoint.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/IRecommender.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/test/java/tools/descartes/teastore/recommender/algorithm/AbstractRecommenderTest.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/RecommenderSelector.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/test/java/tools/descartes/teastore/recommender/algorithm/AbstractRecommenderFunctionalityTest.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/TrainEndpoint.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/AbstractRecommender.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/UseFallBackException.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/OrderItemSet.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/IndexServlet.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/rest/RecommendSingleEndpoint.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/TrainingSynchronizer.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/RetrainDaemon.java
_m3fxEDVWEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/servlet/RecommenderStartup.java
_oPBcMKTJEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageProvider.java
_ouzFYDVgEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/DummyRecommender.java
_ouzFYDVgEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/test/java/tools/descartes/teastore/recommender/algorithm/DummyRecommenderTest.java
_py9KsDVYEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/rest/AuthCartRest.java
_py9KsDVYEeqPG_FgW3bi6Q,services/tools.descartes.teastore.auth/src/main/java/tools/descartes/teastore/auth/rest/AuthUserActionsRest.java
_raxjcDVgEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/test/java/tools/descartes/teastore/recommender/algorithm/PopularityBasedRecommenderTest.java
_raxjcDVgEeqPG_FgW3bi6Q,services/tools.descartes.teastore.recommender/src/main/java/tools/descartes/teastore/recommender/algorithm/impl/pop/PopularityBasedRecommender.java
_uy1agDVXEeqPG_FgW3bi6Q,services/tools.descartes.teastore.webui/src/main/java/tools/descartes/teastore/webui/servlet/ProductServlet.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/CountedEntry.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/DummyEntry.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/MostRecentlyUsed.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/rules/CacheAll.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CreatorRunner.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/StorageRule.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageDBKey.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/IDataStorage.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageScaler.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/TimedEntry.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/DummyData.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/TestMostRecentlyUsed.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/AbstractCacheWrapper.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/entry/TestSimpleEntry.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/TestLeastRecentlyUsed.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/storage/rules/TestStoreAll.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/DriveStorage.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/SetupController.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/AbstractEntry.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/FirstInFirstOut.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageCreator.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageProvider.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/rules/TestCacheAll.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/storage/rules/TestStoreLargeImages.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/entry/TestCountedEntry.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/rules/StoreAll.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/SimpleEntry.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/storage/TestNoStorage.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/ICacheEntry.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/TestFirstInFirstOut.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/rules/StoreLargeImages.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/entry/ICachable.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/storage/TestDriveStorage.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/LeastRecentlyUsed.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/storage/NoStorage.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageProviderStartup.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/TestImageScaler.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/rest/ImageProviderEndpoint.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/IDataCache.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/ImageDB.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/TestLeastFrequentlyUsed.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/entry/TestTimedEntry.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/TestAbstractCache.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/TestStoreImage.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/StorageMode.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/TestImageProvider.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/TestImageDBKey.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/entry/TestAbstractEntry.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/AbstractCacheTestInit.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CreatorFactory.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/RandomReplacement.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/AbstractCache.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/LastInFirstOut.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/ImageIDFactory.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/entry/AbstractEntryWrapper.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CachingRule.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/StoreImage.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/AbstractQueueCache.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/TestImageDB.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/TestRandomReplacement.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/LeastFrequentlyUsed.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/setup/CachingMode.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/main/java/tools/descartes/teastore/image/cache/AbstractTreeCache.java
_yA04AKTKEeqKjI323B3R3w,services/tools.descartes.teastore.image/src/test/java/tools/descartes/teastore/image/cache/TestLastInFirstOut.java
